user_name,bank_name,bank_type,platform,timestamp,text,category,sentiment_score,sentiment,likes,retweets,user_followers,is_reply,in_reply_to_bank_response,response_time_minutes,location
Shreya,PNB,Public,Twitter,2025-01-26T02:02:03,PNB's new promo is tempting — good job,promotion,0.273,positive,1,0,19286,FALSE,FALSE,,"Chennai, India"
Amit,Bank of Baroda,Public,Twitter,2025-09-05T16:22:53,Chatbot couldn't help me — Bank of Baroda needs better support,service,-0.373,negative,2,0,10288,TRUE,TRUE,118,
Arjun,SBI,Public,Twitter,2024-12-15T04:48:10,SBI app shows error during checkout #UPI,failure,-0.097,neutral,2,2,14046,TRUE,FALSE,,"Chennai, India"
Sneha,HDFC Bank,Private,Twitter,2025-08-21T20:25:35,HDFC Bank app shows error during checkout (HDFC app),failure,0.481,positive,3,0,15294,FALSE,TRUE,67,
Varun,HDFC Bank,Private,Twitter,2025-02-26T09:35:13,HDFC Bank transactions are slower during peak hours,speed,-0.058,neutral,1,1,19712,FALSE,FALSE,,"Bengaluru, India"
Karan,Axis Bank,Private,Twitter,2024-11-11T21:21:59,Reached out to Axis Bank support on Twitter but no reply,service,-0.209,negative,2,1,13258,FALSE,FALSE,,"Kolkata, India"
Kavya,PNB,Public,Twitter,2024-09-04T22:53:04,Great rewards from PNB on UPI payments,promotion,0.292,positive,2,0,17007,TRUE,FALSE,,
Varun,SBI,Public,Twitter,2024-09-22T20:58:13,Delay in transaction confirmation on SBI,speed,0.21,positive,0,0,16438,FALSE,FALSE,,"Kolkata, India"
Keerthi,HDFC Bank,Private,Twitter,2025-03-14T05:09:03,HDFC Bank transactions are slower during peak hours,speed,-0.783,negative,5,1,9849,FALSE,FALSE,,
Harini,HDFC Bank,Private,Twitter,2024-07-28T11:59:29,HDFC Bank app showing unknown beneficiary - possible fraud #BankDown,fraud,-0.716,negative,2,1,10939,TRUE,FALSE,,"Kolkata, India"
Amit,SBI,Public,Twitter,2025-03-25T03:20:46,Can't complete payment on SBI. UPI timeout happened #BankDown,failure,-0.964,negative,2,2,8245,FALSE,TRUE,244,"Hyderabad, India"
Vivaan,SBI,Public,Twitter,2024-11-15T15:02:34,Why is SBI taking so long to process UPI?,speed,-0.398,negative,1,1,13171,FALSE,FALSE,,
Riya,PNB,Public,Twitter,2024-07-15T12:45:47,Loving the cashback offer on PNB app today! #UPI,promotion,0.512,positive,2,0,19921,FALSE,FALSE,,
Amit,SBI,Public,Twitter,2025-04-04T18:45:52,Chatbot couldn't help me — SBI needs better support #UPI,service,-0.507,negative,1,3,3440,TRUE,TRUE,133,
Amit,SBI,Public,Twitter,2025-07-20T15:04:29,SBI app shows error during checkout (YONO),failure,-0.113,negative,1,0,10888,FALSE,FALSE,,"Kolkata, India"
Siddharth,Bank of Baroda,Public,Twitter,2024-09-01T06:48:45,Long IVR wait time for Bank of Baroda. Very annoying,service,-0.445,negative,1,0,7912,FALSE,FALSE,,"Kolkata, India"
Keerthi,Bank of Baroda,Public,Twitter,2025-04-06T21:16:54,Bank of Baroda's new promo is tempting — good job,promotion,0.382,positive,1,0,16146,FALSE,TRUE,8,"Pune, India"
Keerthi,Axis Bank,Private,Twitter,2025-04-21T10:22:25,Loving the cashback offer on Axis Bank app today!,promotion,0.954,positive,3,3,7907,FALSE,TRUE,38,"Delhi, India"
Divya,Bank of Baroda,Public,Twitter,2025-01-06T01:42:35,"UPI failed on Bank of Baroda, very frustrating",failure,-0.699,negative,3,0,1183,FALSE,FALSE,,"Chennai, India"
Varun,HDFC Bank,Private,Twitter,2025-08-10T00:25:54,HDFC Bank offered helpful service at the branch and online #DigitalBanking,service,-0.499,negative,1,0,5326,FALSE,TRUE,91,
Meera,Axis Bank,Private,Twitter,2025-03-12T04:26:14,Long IVR wait time for Axis Bank. Very annoying,service,-0.143,negative,0,0,4119,FALSE,FALSE,,"Pune, India"
Rahul,PNB,Public,Twitter,2024-11-25T22:50:50,PNB payment completed instantly — smooth!,speed,0.539,positive,1,2,161,FALSE,FALSE,,
Krishna,Axis Bank,Private,Twitter,2025-06-25T04:35:15,Alert: fraudulent transaction noticed on my Axis Bank account,fraud,0.138,positive,3,1,14910,TRUE,FALSE,,"Chennai, India"
Pooja,PNB,Public,Twitter,2025-04-06T06:01:52,Transaction failed on PNB UPI — money debited but not credited,failure,-0.516,negative,0,0,19428,FALSE,FALSE,,"Hyderabad, India"
Riya,PNB,Public,Twitter,2025-10-12T10:17:20,PNB customer service resolved my issue quickly,service,-0.215,negative,1,0,4029,TRUE,FALSE,,"Bengaluru, India"
Harini,ICICI Bank,Private,Twitter,2025-05-17T19:45:02,ICICI Bank transactions are slower during peak hours,speed,0.085,neutral,1,0,11119,FALSE,FALSE,,"Kolkata, India"
Arjun,HDFC Bank,Private,Twitter,2024-12-24T14:34:41,HDFC Bank payment completed instantly — smooth!,speed,-0.984,negative,1,0,19455,FALSE,TRUE,23,"Hyderabad, India"
Pranav,SBI,Public,Twitter,2025-07-13T01:33:36,SBI app crashed while transferring funds,failure,-0.279,negative,3,1,19024,FALSE,FALSE,,"Mumbai, India"
Mahesh,Bank of Baroda,Public,Twitter,2025-07-01T23:24:19,Loving the cashback offer on Bank of Baroda app today! #Cashback,promotion,0.398,positive,0,0,6883,FALSE,FALSE,,
Lakshmi,SBI,Public,Twitter,2025-07-24T08:59:30,Loving the cashback offer on SBI app today!,promotion,0.113,positive,1,2,10206,FALSE,FALSE,,"Mumbai, India"
Lakshmi,Bank of Baroda,Public,Twitter,2025-01-22T14:31:26,Reached out to Bank of Baroda support on Twitter but no reply,service,-0.236,negative,3,1,8323,TRUE,FALSE,,"Delhi, India"
Siddharth,PNB,Public,Twitter,2025-09-25T21:35:17,Chatbot couldn't help me — PNB needs better support,service,0.222,positive,2,0,723,TRUE,FALSE,,
Mahesh,Axis Bank,Private,Twitter,2025-08-08T21:18:12,Axis Bank offered helpful service at the branch and online #fraudAlert,service,-0.02,neutral,1,2,1599,FALSE,FALSE,,"Bengaluru, India"
Rahul,Axis Bank,Private,Twitter,2025-08-24T13:55:18,Long IVR wait time for Axis Bank. Very annoying,service,-0.152,negative,2,1,2321,TRUE,TRUE,111,"Hyderabad, India"
Riya,Axis Bank,Private,Twitter,2024-07-27T04:38:36,Loving the cashback offer on Axis Bank app today! #banking (Axis Mobile),promotion,-0.16,negative,2,0,14873,FALSE,FALSE,,
Diya,HDFC Bank,Private,Twitter,2024-07-15T23:05:51,Long IVR wait time for HDFC Bank. Very annoying,service,-0.053,neutral,3,1,19637,FALSE,TRUE,149,"Delhi, India"
Mahesh,SBI,Public,Twitter,2025-04-12T14:58:20,SBI app showing unknown beneficiary - possible fraud #fraudAlert,fraud,-0.766,negative,1,0,18167,FALSE,FALSE,,
Keerthi,ICICI Bank,Private,Twitter,2024-10-04T19:01:32,Can't complete payment on ICICI Bank. UPI timeout happened #UPI,failure,-1,negative,2,0,19194,FALSE,FALSE,,"Hyderabad, India"
Anjali,Bank of Baroda,Public,Twitter,2024-08-11T15:46:51,Bank of Baroda payment completed instantly — smooth!,speed,-0.244,negative,3865,2,9648,FALSE,FALSE,,"Delhi, India"
Varun,SBI,Public,Twitter,2024-08-02T08:20:08,Can't complete payment on SBI. UPI timeout happened,failure,-0.104,negative,2,3,19931,FALSE,TRUE,20,"Delhi, India"
Riya,HDFC Bank,Private,Twitter,2025-11-01T04:25:51,HDFC Bank app shows error during checkout,failure,-0.277,negative,0,0,19600,FALSE,FALSE,,"Hyderabad, India"
Lakshmi,HDFC Bank,Private,Twitter,2024-05-29T22:49:33,Transaction failed on HDFC Bank UPI — money debited but not credited (HDFC app),failure,-1,negative,2,2,12106,TRUE,FALSE,,"Hyderabad, India"
Pranav,HDFC Bank,Private,Twitter,2024-12-16T15:53:39,Transaction failed on HDFC Bank UPI — money debited but not credited #UPI (HDFC app),failure,-0.002,neutral,1,0,9921,TRUE,TRUE,59,"Hyderabad, India"
Vikram,SBI,Public,Twitter,2024-06-24T10:33:18,SBI's new promo is tempting — good job,promotion,0.228,positive,1,1,11596,FALSE,FALSE,,"Hyderabad, India"
Meera,HDFC Bank,Private,Twitter,2024-07-30T12:33:13,HDFC Bank transactions are slower during peak hours,speed,0.113,positive,2,0,19635,FALSE,TRUE,278,"Delhi, India"
Ishaan,HDFC Bank,Private,Twitter,2024-09-29T10:42:39,Long IVR wait time for HDFC Bank. Very annoying (HDFC app),service,-0.635,negative,3,1,18113,FALSE,FALSE,,"Mumbai, India"
Priya,Bank of Baroda,Public,Twitter,2025-05-07T10:45:04,Reached out to Bank of Baroda support on Twitter but no reply,service,-0.567,negative,2,0,14450,FALSE,FALSE,,
Sneha,Axis Bank,Private,Twitter,2024-07-17T00:57:34,Alert: fraudulent transaction noticed on my Axis Bank account,fraud,-0.102,negative,5,0,19807,FALSE,TRUE,17,"Hyderabad, India"
Priya,SBI,Public,Twitter,2025-09-05T21:24:19,SBI app crashed while transferring funds,failure,-0.032,neutral,2,1,7368,FALSE,FALSE,,"Kolkata, India"
Suresh,Bank of Baroda,Public,Twitter,2024-06-08T13:33:49,Bank of Baroda customer service resolved my issue quickly,service,-0.438,negative,1,2,3914,TRUE,FALSE,,"Kolkata, India"
Rahul,SBI,Public,Twitter,2025-01-31T14:00:36,"SBI promo gave instant discount, impressive #BankDown",promotion,0.568,positive,2,0,6982,FALSE,TRUE,89,
Ananya,Axis Bank,Private,Twitter,2025-03-04T16:55:40,Axis Bank app showing unknown beneficiary - possible fraud,fraud,0.162,positive,3,0,2628,TRUE,FALSE,,"Delhi, India"
Manish,PNB,Public,Twitter,2025-05-06T09:54:25,Long IVR wait time for PNB. Very annoying,service,-0.179,negative,4,0,7242,FALSE,TRUE,191,"Mumbai, India"
Mahesh,PNB,Public,Twitter,2025-10-11T21:37:11,Claimed an offer from PNB and it worked seamlessly,promotion,0.126,positive,1,2,16679,FALSE,FALSE,,"Hyderabad, India"
Vivaan,Bank of Baroda,Public,Twitter,2024-11-08T02:39:30,Chatbot couldn't help me — Bank of Baroda needs better support,service,-0.948,negative,3,0,14645,TRUE,FALSE,,"Bengaluru, India"
Keerthi,Bank of Baroda,Public,Twitter,2025-10-06T20:58:01,Possible phishing attempt related to Bank of Baroda detected,fraud,-0.795,negative,0,0,16173,FALSE,FALSE,,"Hyderabad, India"
Aditi,PNB,Public,Twitter,2025-02-02T12:33:08,"UPI failed on PNB, very frustrating",failure,-0.266,negative,2,2,270,FALSE,TRUE,68,"Hyderabad, India"
Deepak,PNB,Public,Twitter,2025-08-06T20:28:39,Someone tried to scam me pretending to be PNB customer care,fraud,-0.585,negative,1,1,5152,FALSE,FALSE,,"Mumbai, India"
Deepak,Bank of Baroda,Public,Twitter,2025-07-17T00:25:53,"UPI failed on Bank of Baroda, very frustrating",failure,-0.485,negative,1,0,1310,TRUE,FALSE,,"Mumbai, India"
Keerthi,PNB,Public,Twitter,2024-08-01T10:03:28,"PNB promo gave instant discount, impressive",promotion,0.069,neutral,2,0,12901,FALSE,FALSE,,"Pune, India"
Priya,Bank of Baroda,Public,Twitter,2025-05-18T22:23:09,Claimed an offer from Bank of Baroda and it worked seamlessly #fraudAlert,promotion,0.205,positive,7,1,5439,TRUE,FALSE,,"Pune, India"
Divya,PNB,Public,Twitter,2025-06-16T23:48:30,SBI/Banks: PNB seems inconsistent with speed #BankDown,speed,-0.768,negative,1,1,12526,FALSE,FALSE,,"Pune, India"
Ishaan,HDFC Bank,Private,Twitter,2024-09-02T18:17:01,HDFC Bank customer service resolved my issue quickly,service,0.586,positive,3,1,17271,FALSE,FALSE,,"Bengaluru, India"
Amit,HDFC Bank,Private,Twitter,2024-09-03T05:21:45,Can't complete payment on HDFC Bank. UPI timeout happened,failure,-0.219,negative,1,1,9931,FALSE,FALSE,,"Delhi, India"
Kavya,SBI,Public,Twitter,2025-11-12T22:55:17,Claimed an offer from SBI and it worked seamlessly,promotion,0.013,neutral,2,3,6967,FALSE,FALSE,,"Delhi, India"
Sowmya,Bank of Baroda,Public,Twitter,2025-04-18T05:41:38,Chatbot couldn't help me — Bank of Baroda needs better support #BankDown,service,-0.178,negative,3,2,19350,TRUE,FALSE,,"Hyderabad, India"
Harini,Axis Bank,Private,Twitter,2024-07-07T08:50:08,Loving the cashback offer on Axis Bank app today! #UPI,promotion,0.657,positive,1,2,13981,TRUE,FALSE,,"Bengaluru, India"
Kavya,PNB,Public,Twitter,2024-08-19T18:09:53,Claimed an offer from PNB and it worked seamlessly #banking,promotion,-0.122,negative,2,3,10096,FALSE,FALSE,,"Delhi, India"
Aarav,HDFC Bank,Private,Twitter,2024-12-06T13:23:33,Chatbot couldn't help me — HDFC Bank needs better support #UPI,service,-0.35,negative,1,1,491,FALSE,FALSE,,
Amit,HDFC Bank,Private,Twitter,2025-09-26T01:16:04,HDFC Bank app shows error during checkout,failure,-0.335,negative,2,0,2112,FALSE,TRUE,85,"Pune, India"
Keerthi,Bank of Baroda,Public,Twitter,2024-11-05T21:00:49,Bank of Baroda offered helpful service at the branch and online,service,-0.14,negative,1,2,13773,FALSE,FALSE,,"Bengaluru, India"
Amit,Axis Bank,Private,Twitter,2025-07-05T12:51:25,Transaction failed on Axis Bank UPI — money debited but not credited,failure,-1,negative,1,1,4956,TRUE,TRUE,91,"Pune, India"
Kavya,HDFC Bank,Private,Twitter,2024-11-26T18:57:16,HDFC Bank offered helpful service at the branch and online (HDFC app),service,-0.409,negative,2,0,14619,FALSE,TRUE,80,"Bengaluru, India"
Arjun,ICICI Bank,Private,Twitter,2025-10-12T08:39:08,Can't complete payment on ICICI Bank. UPI timeout happened,failure,-0.463,negative,0,0,1858,TRUE,FALSE,,"Chennai, India"
Rahul,Bank of Baroda,Public,Twitter,2025-06-08T09:39:17,Bank of Baroda transactions are slower during peak hours,speed,-0.605,negative,7,1,11682,TRUE,FALSE,,"Kolkata, India"
Vihaan,HDFC Bank,Private,Twitter,2025-04-30T16:50:16,HDFC Bank customer service resolved my issue quickly,service,-0.243,negative,3,2,11007,FALSE,FALSE,,"Pune, India"
Aditi,ICICI Bank,Private,Twitter,2025-03-08T21:42:08,Loving the cashback offer on ICICI Bank app today! #fraudAlert (iMobile),promotion,0.209,positive,1,1,254,FALSE,FALSE,,"Pune, India"
Mahesh,ICICI Bank,Private,Twitter,2024-10-02T17:35:18,Someone tried to scam me pretending to be ICICI Bank customer care,fraud,-0.303,negative,3,2,18118,FALSE,FALSE,,"Delhi, India"
Sowmya,HDFC Bank,Private,Twitter,2025-07-02T13:14:52,"UPI failed on HDFC Bank, very frustrating",failure,-0.13,negative,1,1,12792,FALSE,FALSE,,"Hyderabad, India"
Sneha,Axis Bank,Private,Twitter,2024-08-19T21:29:57,Can't complete payment on Axis Bank. UPI timeout happened #UPI,failure,-0.101,negative,2,0,4436,FALSE,FALSE,,"Mumbai, India"
Radhika,Axis Bank,Private,Twitter,2025-05-10T04:49:49,Axis Bank offered helpful service at the branch and online,service,-0.55,negative,2,1,15285,FALSE,TRUE,81,"Bengaluru, India"
Priya,Axis Bank,Private,Twitter,2024-09-07T21:10:32,Chatbot couldn't help me — Axis Bank needs better support (Axis Mobile),service,0.03,neutral,2,0,8193,FALSE,TRUE,34,"Bengaluru, India"
Ishaan,Bank of Baroda,Public,Twitter,2025-10-25T08:11:22,Chatbot couldn't help me — Bank of Baroda needs better support,service,-0.685,negative,0,0,4388,TRUE,FALSE,,"Mumbai, India"
Varun,ICICI Bank,Private,Twitter,2025-01-28T17:28:16,ICICI Bank customer service resolved my issue quickly (iMobile),service,-0.679,negative,2,1,15980,FALSE,TRUE,48,"Bengaluru, India"
Priya,HDFC Bank,Private,Twitter,2025-10-17T10:02:39,Reached out to HDFC Bank support on Twitter but no reply,service,-0.911,negative,1,3,3272,FALSE,TRUE,14,"Chennai, India"
Riya,ICICI Bank,Private,Twitter,2024-07-22T22:34:04,Can't complete payment on ICICI Bank. UPI timeout happened,failure,-0.164,negative,0,0,4311,TRUE,FALSE,,"Pune, India"
Rohit,Bank of Baroda,Public,Twitter,2025-10-10T11:50:00,Why is Bank of Baroda taking so long to process UPI?,speed,0.094,neutral,3,1,11184,FALSE,FALSE,,"Bengaluru, India"
Harini,Bank of Baroda,Public,Twitter,2024-07-04T17:41:20,Can't complete payment on Bank of Baroda. UPI timeout happened,failure,-0.845,negative,2,1,188,FALSE,FALSE,,"Mumbai, India"
Lakshmi,Axis Bank,Private,Twitter,2025-06-18T19:37:30,Loving the cashback offer on Axis Bank app today!,promotion,0.583,positive,1,2,834,FALSE,FALSE,,"Pune, India"
Radhika,PNB,Public,Twitter,2024-11-18T16:55:13,Can't complete payment on PNB. UPI timeout happened,failure,-1,negative,2,0,15160,TRUE,FALSE,,"Kolkata, India"
Mahesh,HDFC Bank,Private,Twitter,2025-04-06T06:04:00,Transaction failed on HDFC Bank UPI — money debited but not credited,failure,0.019,neutral,2,2,281,FALSE,TRUE,311,"Hyderabad, India"
Rohit,HDFC Bank,Private,Twitter,2024-06-18T21:43:58,HDFC Bank payment completed instantly — smooth!,speed,0.186,positive,4,0,19511,FALSE,TRUE,9,"Hyderabad, India"
Siddharth,Bank of Baroda,Public,Twitter,2024-11-20T01:08:19,Great rewards from Bank of Baroda on UPI payments #Cashback,promotion,0.506,positive,1,4,3655,TRUE,FALSE,,"Hyderabad, India"
Vivaan,SBI,Public,Twitter,2024-07-03T16:22:27,Reached out to SBI support on Twitter but no reply,service,-0.403,negative,1,1,14606,FALSE,FALSE,,"Hyderabad, India"
Krishna,Axis Bank,Private,Twitter,2024-10-12T17:06:19,Long IVR wait time for Axis Bank. Very annoying #UPI,service,-0.223,negative,1,1,16133,TRUE,FALSE,,"Mumbai, India"
Rohit,HDFC Bank,Private,Twitter,2025-06-01T01:13:05,HDFC Bank offered helpful service at the branch and online,service,-0.465,negative,2,0,13279,FALSE,TRUE,4,
Diya,SBI,Public,Twitter,2025-05-07T15:38:37,Can't complete payment on SBI. UPI timeout happened,failure,-0.134,negative,1,1,12398,TRUE,FALSE,,"Mumbai, India"
Ananya,HDFC Bank,Private,Twitter,2025-11-13T11:33:19,Chatbot couldn't help me — HDFC Bank needs better support,service,-0.637,negative,1,0,8637,FALSE,FALSE,,"Delhi, India"
Vihaan,HDFC Bank,Private,Twitter,2025-07-01T09:59:36,HDFC Bank app shows error during checkout (HDFC app),failure,-0.289,negative,1,0,5632,FALSE,TRUE,40,"Mumbai, India"
Lakshmi,Axis Bank,Private,Twitter,2025-07-18T19:28:40,"UPI failed on Axis Bank, very frustrating",failure,0.294,positive,1,1,13359,FALSE,TRUE,25,"Delhi, India"
Karan,HDFC Bank,Private,Twitter,2024-07-21T03:15:25,Chatbot couldn't help me — HDFC Bank needs better support,service,-0.252,negative,3,3,965,FALSE,TRUE,2,"Hyderabad, India"
Amit,Bank of Baroda,Public,Twitter,2024-06-07T19:33:56,Bank of Baroda transactions are slower during peak hours,speed,0.264,positive,0,0,15121,FALSE,TRUE,611,"Delhi, India"
Aditya,PNB,Public,Twitter,2024-08-09T08:10:36,PNB app showing unknown beneficiary - possible fraud #DigitalBanking,fraud,-0.626,negative,1,3,9687,FALSE,FALSE,,"Pune, India"
Aditya,Bank of Baroda,Public,Twitter,2024-06-15T08:20:16,Got a suspicious message claiming to be from Bank of Baroda about OTP,fraud,-1,negative,3,4,16676,FALSE,FALSE,,"Kolkata, India"
Deepak,PNB,Public,Twitter,2025-09-21T11:25:39,Alert: fraudulent transaction noticed on my PNB account,fraud,-0.322,negative,1,2,6271,TRUE,FALSE,,"Kolkata, India"
Lakshmi,Axis Bank,Private,Twitter,2025-06-28T17:49:14,Transaction failed on Axis Bank UPI — money debited but not credited #DigitalBanking,failure,-0.517,negative,2,0,13289,TRUE,FALSE,,"Chennai, India"
Priya,Axis Bank,Private,Twitter,2024-12-10T15:28:43,Alert: fraudulent transaction noticed on my Axis Bank account #UPI (Axis Mobile),fraud,-0.04,neutral,3,1,6980,FALSE,FALSE,,"Hyderabad, India"
Sowmya,HDFC Bank,Private,Twitter,2025-03-01T02:20:23,HDFC Bank offered helpful service at the branch and online #DigitalBanking,service,-0.702,negative,3,2,4217,FALSE,TRUE,440,"Hyderabad, India"
Sneha,PNB,Public,Twitter,2025-05-01T22:30:06,PNB app crashed while transferring funds,failure,0.093,neutral,2,0,13091,FALSE,FALSE,,"Bengaluru, India"
Radhika,PNB,Public,Twitter,2025-01-07T05:55:19,Delay in transaction confirmation on PNB,speed,0.047,neutral,1,0,9538,FALSE,FALSE,,
Nisha,Bank of Baroda,Public,Twitter,2025-01-14T01:47:12,Long IVR wait time for Bank of Baroda. Very annoying,service,-0.528,negative,2,1,17445,TRUE,FALSE,,"Chennai, India"
Nisha,Bank of Baroda,Public,Twitter,2024-12-02T12:29:39,Delay in transaction confirmation on Bank of Baroda,speed,-0.076,neutral,2,0,2008,FALSE,FALSE,,"Hyderabad, India"
Keerthi,ICICI Bank,Private,Twitter,2025-09-05T05:59:38,ICICI Bank app shows error during checkout #DigitalBanking,failure,-0.214,negative,3,2,806,TRUE,FALSE,,"Kolkata, India"
Kavya,HDFC Bank,Private,Twitter,2025-06-04T09:11:12,Can't complete payment on HDFC Bank. UPI timeout happened #fraudAlert,failure,-0.324,negative,4,3,17295,TRUE,FALSE,,"Chennai, India"
Saanvi,HDFC Bank,Private,Twitter,2025-04-11T09:27:14,HDFC Bank offered helpful service at the branch and online,service,0.031,neutral,0,0,9028,FALSE,FALSE,,"Kolkata, India"
Varun,ICICI Bank,Private,Twitter,2025-10-15T04:35:46,Claimed an offer from ICICI Bank and it worked seamlessly,promotion,0.265,positive,2,2,5590,FALSE,FALSE,,"Hyderabad, India"
Diya,PNB,Public,Twitter,2024-12-19T23:45:42,Why is PNB taking so long to process UPI? #fraudAlert,speed,0.449,positive,0,0,6373,TRUE,TRUE,138,"Bengaluru, India"
Nisha,ICICI Bank,Private,Twitter,2025-04-07T20:06:08,Long IVR wait time for ICICI Bank. Very annoying (iMobile),service,-0.532,negative,1,1,16221,FALSE,FALSE,,"Chennai, India"
Saanvi,Axis Bank,Private,Twitter,2024-08-19T01:47:06,Possible phishing attempt related to Axis Bank detected (Axis Mobile),fraud,-0.405,negative,5,2,17968,FALSE,TRUE,161,"Bengaluru, India"
Amit,PNB,Public,Twitter,2025-10-07T14:25:49,Loving the cashback offer on PNB app today!,promotion,0.243,positive,1,3,12762,FALSE,FALSE,,"Hyderabad, India"
Mahesh,Axis Bank,Private,Twitter,2025-09-19T05:34:30,Axis Bank app crashed while transferring funds #banking,failure,-0.916,negative,2,1,5508,FALSE,FALSE,,"Mumbai, India"
Anjali,Axis Bank,Private,Twitter,2025-01-11T03:38:10,Long IVR wait time for Axis Bank. Very annoying,service,0.246,positive,1,2,19243,TRUE,TRUE,73,"Hyderabad, India"
Ananya,ICICI Bank,Private,Twitter,2025-03-15T13:59:11,Great rewards from ICICI Bank on UPI payments #banking,promotion,0.361,positive,3,2,16432,TRUE,TRUE,44,"Pune, India"
Vihaan,ICICI Bank,Private,Twitter,2024-10-02T23:11:47,Loving the cashback offer on ICICI Bank app today! #fraudAlert,promotion,0.043,neutral,2,3,11306,TRUE,TRUE,46,"Bengaluru, India"
Aditya,PNB,Public,Twitter,2025-09-13T03:32:28,PNB offered helpful service at the branch and online #fraudAlert,service,-0.499,negative,2,2,11251,TRUE,FALSE,,
Karan,SBI,Public,Twitter,2024-07-31T17:11:15,SBI offered helpful service at the branch and online #fraudAlert (YONO),service,-0.48,negative,0,0,10734,TRUE,FALSE,,"Pune, India"
Vivaan,PNB,Public,Twitter,2024-12-03T00:51:20,PNB payment completed instantly — smooth! #fraudAlert,speed,-0.278,negative,2,4,15946,TRUE,FALSE,,"Mumbai, India"
Vikram,PNB,Public,Twitter,2025-07-12T08:02:43,"UPI failed on PNB, very frustrating",failure,0.055,neutral,2,0,4563,FALSE,TRUE,14,"Hyderabad, India"
Pranav,HDFC Bank,Private,Twitter,2024-08-06T20:53:48,Possible phishing attempt related to HDFC Bank detected,fraud,-0.98,negative,5,1,12889,FALSE,FALSE,,"Pune, India"
Mahesh,PNB,Public,Twitter,2024-12-16T19:43:23,"UPI failed on PNB, very frustrating",failure,-0.753,negative,3,1,651,FALSE,FALSE,,"Mumbai, India"
Ishita,PNB,Public,Twitter,2024-10-16T07:14:50,Delay in transaction confirmation on PNB,speed,-0.057,neutral,2,0,11546,FALSE,FALSE,,"Pune, India"
Sai,ICICI Bank,Private,Twitter,2025-02-16T13:19:03,Delay in transaction confirmation on ICICI Bank,speed,-0.527,negative,1,0,8721,TRUE,TRUE,88,"Kolkata, India"
Keerthi,SBI,Public,Twitter,2024-09-19T00:30:50,Claimed an offer from SBI and it worked seamlessly,promotion,0.373,positive,0,0,4184,FALSE,TRUE,79,"Pune, India"
Keerthi,Axis Bank,Private,Twitter,2025-01-25T01:08:58,Axis Bank app shows error during checkout #DigitalBanking,failure,-0.003,neutral,3,0,16395,FALSE,TRUE,45,"Delhi, India"
Riya,PNB,Public,Twitter,2025-09-20T04:06:36,Long IVR wait time for PNB. Very annoying,service,-0.046,neutral,3,1,2240,FALSE,TRUE,20,"Kolkata, India"
Ishaan,Bank of Baroda,Public,Twitter,2025-03-21T20:23:09,Bank of Baroda customer service resolved my issue quickly,service,-0.91,negative,2,0,5684,FALSE,FALSE,,"Bengaluru, India"
Sneha,PNB,Public,Twitter,2025-05-03T05:55:39,PNB offered helpful service at the branch and online #Cashback,service,-0.057,neutral,1,3,19086,FALSE,FALSE,,
Arjun,Axis Bank,Private,Twitter,2024-11-22T03:56:41,Axis Bank app shows error during checkout,failure,-0.711,negative,0,0,9000,FALSE,TRUE,27,"Pune, India"
Saanvi,ICICI Bank,Private,Twitter,2024-10-17T06:30:44,Possible phishing attempt related to ICICI Bank detected,fraud,-1,negative,2,2,8427,FALSE,TRUE,36,"Mumbai, India"
Rahul,PNB,Public,Twitter,2025-08-22T04:27:19,Possible phishing attempt related to PNB detected,fraud,-0.585,negative,2,0,3411,FALSE,FALSE,,"Hyderabad, India"
Varun,Bank of Baroda,Public,Twitter,2025-07-14T12:08:07,"UPI failed on Bank of Baroda, very frustrating",failure,-0.403,negative,3,2,4868,FALSE,FALSE,,"Kolkata, India"
Keerthi,PNB,Public,Twitter,2025-06-21T10:17:03,Reached out to PNB support on Twitter but no reply,service,0.007,neutral,3,0,10592,FALSE,FALSE,,"Pune, India"
Sai,SBI,Public,Twitter,2024-06-26T11:32:22,Can't complete payment on SBI. UPI timeout happened,failure,-0.732,negative,4,4,10365,FALSE,TRUE,202,"Bengaluru, India"
Vivaan,ICICI Bank,Private,Twitter,2025-10-24T21:15:56,Possible phishing attempt related to ICICI Bank detected,fraud,-0.229,negative,3,1,1860,FALSE,FALSE,,"Hyderabad, India"
Siddharth,ICICI Bank,Private,Twitter,2024-07-07T00:11:42,Can't complete payment on ICICI Bank. UPI timeout happened,failure,0.36,positive,1,1,2731,FALSE,FALSE,,"Pune, India"
Keerthi,SBI,Public,Twitter,2025-07-08T17:21:43,SBI app shows error during checkout #DigitalBanking,failure,-0.349,negative,2,0,15648,FALSE,FALSE,,"Chennai, India"
Rahul,SBI,Public,Twitter,2025-08-21T13:37:16,Transaction failed on SBI UPI — money debited but not credited,failure,-0.507,negative,3,1,13901,FALSE,FALSE,,"Bengaluru, India"
Harini,HDFC Bank,Private,Twitter,2025-01-08T15:25:50,Great rewards from HDFC Bank on UPI payments #UPI,promotion,0.338,positive,3,2,2617,FALSE,FALSE,,"Hyderabad, India"
Saanvi,PNB,Public,Twitter,2025-07-11T16:42:41,"UPI failed on PNB, very frustrating",failure,-0.485,negative,3,0,6817,FALSE,TRUE,311,"Hyderabad, India"
